Producto,Categoría,Cantidad,Precio Total,Fecha
"Jugo Hit Naranja 1L","Bebidas",3,145600.00,"2025-12-18 19:50:00"
"Agua Cristal 600ml","Bebidas",3,145600.00,"2025-12-18 19:50:00"
"Cerveza Poker 330ml","Bebidas",3,145600.00,"2025-12-18 19:50:00"
"Atun Van Camps 160g","Enlatados",2,145600.00,"2025-12-18 19:50:00"
"Frijoles enlatados Zenú 300g","Enlatados",2,145600.00,"2025-12-18 19:50:00"
"Arroz Diana 1Kg","Granos y cereales",5,193300.00,"2025-12-17 22:26:00"
"Arroz Roa 5Kg","Granos y cereales",4,193300.00,"2025-12-17 22:26:00"
"Lentejas 500g","Granos y cereales",6,193300.00,"2025-12-17 22:26:00"
"Frijol rojo 500g","Granos y cereales",9,193300.00,"2025-12-17 22:26:00"
"Avena Quaker 400g","Granos y cereales",3,193300.00,"2025-12-17 22:26:00"
"Pasta Doria Espagueti 250g","Granos y cereales",3,193300.00,"2025-12-17 22:26:00"
"Harina de Trigo 1Kg","Granos y cereales",2,193300.00,"2025-12-17 22:26:00"
"Papas Margarita Natural 30g","Snacks",9,147800.00,"2025-12-17 21:22:00"
"Galletas Festival Chocolate","Snacks",4,147800.00,"2025-12-17 21:22:00"
"Aceite Girasol 1L","Basicos hogar",4,147800.00,"2025-12-17 21:22:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,147800.00,"2025-12-17 21:22:00"
"Huevos x30 unidades","Basicos hogar",3,147800.00,"2025-12-17 21:22:00"
"Leche Alqueria Entera 1L","Lacteos",5,175000.00,"2025-12-17 18:43:00"
"Leche Colanta Deslactosada 1L","Lacteos",6,175000.00,"2025-12-17 18:43:00"
"Yogurt Alpina 1L","Lacteos",6,175000.00,"2025-12-17 18:43:00"
"Mantequilla 250g","Lacteos",5,175000.00,"2025-12-17 18:43:00"
"Coca-Cola 350ml","Bebidas",12,175000.00,"2025-12-17 18:43:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",9,175000.00,"2025-12-17 18:43:00"
"Jugo Hit Naranja 1L","Bebidas",5,175000.00,"2025-12-17 18:43:00"
"Agua Cristal 600ml","Bebidas",12,90100.00,"2025-12-17 16:30:00"
"Cerveza Poker 330ml","Bebidas",10,90100.00,"2025-12-17 16:30:00"
"Aguardiante Antioqueno 375ml","Bebidas",1,90100.00,"2025-12-17 16:30:00"
"Cloro Blancox 500ml","Aseo",2,90100.00,"2025-12-17 16:30:00"
"Frijoles enlatados Zenú 300g","Enlatados",2,90100.00,"2025-12-17 16:30:00"
"Maiz tierno Zenú 300g","Enlatados",1,90100.00,"2025-12-17 16:30:00"
"Salchicha Ranchera x5","Enlatados",1,90100.00,"2025-12-17 16:30:00"
"Arroz Diana 1Kg","Granos y cereales",8,683500.00,"2025-12-16 17:36:00"
"Arroz Roa 5Kg","Granos y cereales",10,683500.00,"2025-12-16 17:36:00"
"Lentejas 500g","Granos y cereales",13,683500.00,"2025-12-16 17:36:00"
"Frijol rojo 500g","Granos y cereales",4,683500.00,"2025-12-16 17:36:00"
"Pasta Doria Espagueti 250g","Granos y cereales",15,683500.00,"2025-12-16 17:36:00"
"Harina de Trigo 1Kg","Granos y cereales",1,683500.00,"2025-12-16 17:36:00"
"Leche Alqueria Entera 1L","Lacteos",10,683500.00,"2025-12-16 17:36:00"
"Leche Colanta Deslactosada 1L","Lacteos",15,683500.00,"2025-12-16 17:36:00"
"Yogurt Alpina 1L","Lacteos",7,683500.00,"2025-12-16 17:36:00"
"Queso Campesino 500g","Lacteos",6,683500.00,"2025-12-16 17:36:00"
"Coca-Cola 350ml","Bebidas",13,683500.00,"2025-12-16 17:36:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",13,683500.00,"2025-12-16 17:36:00"
"Jugo Hit Naranja 1L","Bebidas",1,683500.00,"2025-12-16 17:36:00"
"Agua Cristal 600ml","Bebidas",11,683500.00,"2025-12-16 17:36:00"
"Cerveza Poker 330ml","Bebidas",15,683500.00,"2025-12-16 17:36:00"
"Jabon Rey 300g","Aseo",3,683500.00,"2025-12-16 17:36:00"
"Papel Higienico Familia x4","Aseo",7,414600.00,"2025-12-16 15:08:00"
"Cloro Blancox 500ml","Aseo",1,414600.00,"2025-12-16 15:08:00"
"Atun Van Camps 160g","Enlatados",3,414600.00,"2025-12-16 15:08:00"
"Sardina Isabel 170g","Enlatados",6,414600.00,"2025-12-16 15:08:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,414600.00,"2025-12-16 15:08:00"
"Salchicha Ranchera x5","Enlatados",6,414600.00,"2025-12-16 15:08:00"
"Papas Margarita Natural 30g","Snacks",7,414600.00,"2025-12-16 15:08:00"
"Galletas Festival Chocolate","Snacks",13,414600.00,"2025-12-16 15:08:00"
"Chiclets Adams x3","Snacks",1,414600.00,"2025-12-16 15:08:00"
"Chocoramo","Snacks",4,414600.00,"2025-12-16 15:08:00"
"Aceite Girasol 1L","Basicos hogar",6,414600.00,"2025-12-16 15:08:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,414600.00,"2025-12-16 15:08:00"
"Cafe Sello Rojo 250g","Basicos hogar",6,414600.00,"2025-12-16 15:08:00"
"Panela redonda 500g","Basicos hogar",4,414600.00,"2025-12-16 15:08:00"
"Huevos x30 unidades","Basicos hogar",6,414600.00,"2025-12-16 15:08:00"
"Jabon Rey 300g","Aseo",3,149200.00,"2025-12-15 23:44:00"
"Papel Higienico Familia x4","Aseo",6,149200.00,"2025-12-15 23:44:00"
"Atun Van Camps 160g","Enlatados",1,149200.00,"2025-12-15 23:44:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,149200.00,"2025-12-15 23:44:00"
"Salchicha Ranchera x5","Enlatados",7,149200.00,"2025-12-15 23:44:00"
"Papas Margarita Natural 30g","Snacks",15,149200.00,"2025-12-15 23:44:00"
"Galletas Festival Chocolate","Snacks",4,149200.00,"2025-12-15 23:44:00"
"Arroz Diana 1Kg","Granos y cereales",6,565700.00,"2025-12-15 23:06:00"
"Arroz Roa 5Kg","Granos y cereales",17,565700.00,"2025-12-15 23:06:00"
"Lentejas 500g","Granos y cereales",14,565700.00,"2025-12-15 23:06:00"
"Frijol rojo 500g","Granos y cereales",13,565700.00,"2025-12-15 23:06:00"
"Avena Quaker 400g","Granos y cereales",1,565700.00,"2025-12-15 23:06:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,565700.00,"2025-12-15 23:06:00"
"Leche Alqueria Entera 1L","Lacteos",17,565700.00,"2025-12-15 23:06:00"
"Leche Colanta Deslactosada 1L","Lacteos",6,176700.00,"2025-12-15 20:26:00"
"Yogurt Alpina 1L","Lacteos",8,176700.00,"2025-12-15 20:26:00"
"Mantequilla 250g","Lacteos",6,176700.00,"2025-12-15 20:26:00"
"Coca-Cola 350ml","Bebidas",15,176700.00,"2025-12-15 20:26:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",7,176700.00,"2025-12-15 20:26:00"
"Agua Cristal 600ml","Bebidas",7,176700.00,"2025-12-15 20:26:00"
"Cerveza Poker 330ml","Bebidas",4,176700.00,"2025-12-15 20:26:00"
"Chocolate Jet 50g","Snacks",1,588500.00,"2025-12-15 14:56:00"
"Chiclets Adams x3","Snacks",1,588500.00,"2025-12-15 14:56:00"
"Chocoramo","Snacks",6,588500.00,"2025-12-15 14:56:00"
"Aceite Girasol 1L","Basicos hogar",17,588500.00,"2025-12-15 14:56:00"
"Azucar Manuelita 1Kg","Basicos hogar",13,588500.00,"2025-12-15 14:56:00"
"Cafe Sello Rojo 250g","Basicos hogar",17,588500.00,"2025-12-15 14:56:00"
"Huevos x30 unidades","Basicos hogar",14,588500.00,"2025-12-15 14:56:00"
"Coca-Cola 350ml","Bebidas",9,254400.00,"2025-12-14 19:50:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,254400.00,"2025-12-14 19:50:00"
"Jugo Hit Naranja 1L","Bebidas",3,254400.00,"2025-12-14 19:50:00"
"Agua Cristal 600ml","Bebidas",12,254400.00,"2025-12-14 19:50:00"
"Cerveza Poker 330ml","Bebidas",9,254400.00,"2025-12-14 19:50:00"
"Detergente Fab 1Kg","Aseo",3,254400.00,"2025-12-14 19:50:00"
"Cloro Blancox 500ml","Aseo",3,254400.00,"2025-12-14 19:50:00"
"Cepillo de Dientes Colgate","Aseo",1,254400.00,"2025-12-14 19:50:00"
"Atun Van Camps 160g","Enlatados",7,254400.00,"2025-12-14 19:50:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,254400.00,"2025-12-14 19:50:00"
"Salchicha Ranchera x5","Enlatados",4,254400.00,"2025-12-14 19:50:00"
"Papas Margarita Natural 30g","Snacks",12,254400.00,"2025-12-14 19:50:00"
"Arroz Diana 1Kg","Granos y cereales",7,476000.00,"2025-12-14 16:13:00"
"Arroz Roa 5Kg","Granos y cereales",9,476000.00,"2025-12-14 16:13:00"
"Lentejas 500g","Granos y cereales",5,476000.00,"2025-12-14 16:13:00"
"Frijol rojo 500g","Granos y cereales",5,476000.00,"2025-12-14 16:13:00"
"Avena Quaker 400g","Granos y cereales",1,476000.00,"2025-12-14 16:13:00"
"Pasta Doria Espagueti 250g","Granos y cereales",4,476000.00,"2025-12-14 16:13:00"
"Harina de Trigo 1Kg","Granos y cereales",7,476000.00,"2025-12-14 16:13:00"
"Leche Alqueria Entera 1L","Lacteos",8,476000.00,"2025-12-14 16:13:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,476000.00,"2025-12-14 16:13:00"
"Yogurt Alpina 1L","Lacteos",14,476000.00,"2025-12-14 16:13:00"
"Queso Campesino 500g","Lacteos",3,476000.00,"2025-12-14 16:13:00"
"Mantequilla 250g","Lacteos",4,476000.00,"2025-12-14 16:13:00"
"Galletas Festival Chocolate","Snacks",4,485900.00,"2025-12-14 13:23:00"
"Chocolate Jet 50g","Snacks",4,485900.00,"2025-12-14 13:23:00"
"Chiclets Adams x3","Snacks",1,485900.00,"2025-12-14 13:23:00"
"Chocoramo","Snacks",5,485900.00,"2025-12-14 13:23:00"
"Aceite Girasol 1L","Basicos hogar",16,485900.00,"2025-12-14 13:23:00"
"Azucar Manuelita 1Kg","Basicos hogar",14,485900.00,"2025-12-14 13:23:00"
"Sal Refisal 1Kg","Basicos hogar",1,485900.00,"2025-12-14 13:23:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,485900.00,"2025-12-14 13:23:00"
"Panela redonda 500g","Basicos hogar",1,485900.00,"2025-12-14 13:23:00"
"Huevos x30 unidades","Basicos hogar",13,485900.00,"2025-12-14 13:23:00"
